GO_term	taxon	taxon_id	lineage
GO:0001652	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0048589	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0050777	cellular organisms	131567.0	root | cellular organisms
GO:0042900	Magnoliopsida	3398.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida
GO:0010075	Embryophyta	3193.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta
GO:1990069	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:0032919	Unknown		
GO:0004930	root	1.0	root
GO:0016833	root	1.0	root
GO:1904825	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0052886	Unknown		
GO:0046900	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0035264	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0050242	root	1.0	root
GO:0010226	cellular organisms	131567.0	root | cellular organisms
GO:2000391	Vertebrata	7742.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata
GO:0042124	cellular organisms	131567.0	root | cellular organisms
GO:0033907	cellular organisms	131567.0	root | cellular organisms
GO:1902290	Mesangiospermae	1437183.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae
GO:0019912	Unknown		
GO:0030165	root	1.0	root
GO:0036055	cellular organisms	131567.0	root | cellular organisms
GO:0008456	cellular organisms	131567.0	root | cellular organisms
GO:0000921	cellular organisms	131567.0	root | cellular organisms
GO:0048146	root	1.0	root
GO:0006696	cellular organisms	131567.0	root | cellular organisms
GO:0140040	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0072572	root	1.0	root
GO:0046166	cellular organisms	131567.0	root | cellular organisms
GO:0005179	root	1.0	root
GO:0008641	root	1.0	root
GO:0051090	Unknown		
GO:0017118	cellular organisms	131567.0	root | cellular organisms
GO:0009234	cellular organisms	131567.0	root | cellular organisms
GO:0070985	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0010812	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0008175	root	1.0	root
GO:0000149	root	1.0	root
GO:0005811	cellular organisms	131567.0	root | cellular organisms
GO:0016401	Unknown		
GO:0035098	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0050681	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0009944	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0003999	root	1.0	root
GO:0004425	root	1.0	root
GO:0070762	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0042127	cellular organisms	131567.0	root | cellular organisms
GO:0035331	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0120330	cellular organisms	131567.0	root | cellular organisms
GO:0070981	root	1.0	root
GO:0036431	cellular organisms	131567.0	root | cellular organisms
GO:0031304	Unknown		
GO:1904031	Euarchontoglires	314146.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Boreoeutheria | Euarchontoglires
GO:0035176	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0016608	Gnathostomata	7776.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata
GO:1900060	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0016620	cellular organisms	131567.0	root | cellular organisms
GO:0035082	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:1904507	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0008839	cellular organisms	131567.0	root | cellular organisms
GO:0042771	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0030686	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0005796	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0016442	root	1.0	root
GO:0016581	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0001917	Eumetazoa	6072.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa
GO:0034045	cellular organisms	131567.0	root | cellular organisms
GO:1990456	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0048481	Magnoliopsida	3398.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida
GO:2000636	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0004046	cellular organisms	131567.0	root | cellular organisms
GO:0003866	cellular organisms	131567.0	root | cellular organisms
GO:0052816	cellular organisms	131567.0	root | cellular organisms
GO:0102067	cellular organisms	131567.0	root | cellular organisms
GO:0006542	Unknown		
GO:0061300	Euteleostomi	117571.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi
GO:0006002	root	1.0	root
GO:0031175	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0035303	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0006422	cellular organisms	131567.0	root | cellular organisms
GO:0019433	cellular organisms	131567.0	root | cellular organisms
GO:0046929	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:2000352	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0008310	root	1.0	root
GO:0060149	malvids	91836.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids
GO:0009629	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:1905582	Brassicaceae	3700.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae
GO:0090277	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0071028	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0015919	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0043620	Unknown		
GO:0010090	Viridiplantae	33090.0	root | cellular organisms | Eukaryota | Viridiplantae
GO:0004571	cellular organisms	131567.0	root | cellular organisms
GO:0000776	cellular organisms	131567.0	root | cellular organisms
GO:0042555	cellular organisms	131567.0	root | cellular organisms
GO:0072375	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0061628	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0051016	cellular organisms	131567.0	root | cellular organisms
GO:0033290	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:1902998	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0070936	cellular organisms	131567.0	root | cellular organisms
GO:0015940	root	1.0	root
GO:0001763	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0018342	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0005923	root	1.0	root
GO:0010201	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:0033276	Euteleostomi	117571.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi
GO:0010024	root	1.0	root
GO:0050385	cellular organisms	131567.0	root | cellular organisms
GO:0044038	root	1.0	root
GO:0048471	cellular organisms	131567.0	root | cellular organisms
GO:0042170	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0019318	cellular organisms	131567.0	root | cellular organisms
GO:0005741	root	1.0	root
GO:0038187	cellular organisms	131567.0	root | cellular organisms
GO:0051099	Euarchontoglires	314146.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Boreoeutheria | Euarchontoglires
GO:0051880	cellular organisms	131567.0	root | cellular organisms
GO:0016437	Unknown		
GO:0097371	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0006983	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0000221	cellular organisms	131567.0	root | cellular organisms
GO:0080178	Mesangiospermae	1437183.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae
GO:0005133	cellular organisms	131567.0	root | cellular organisms
GO:0031445	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0008380	root	1.0	root
GO:0004477	root	1.0	root
GO:0045300	cellular organisms	131567.0	root | cellular organisms
GO:0072423	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0009900	Mesangiospermae	1437183.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae
GO:0070037	cellular organisms	131567.0	root | cellular organisms
GO:0010071	Spermatophyta	58024.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta
GO:0017046	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0045945	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0080036	Mesangiospermae	1437183.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae
GO:1902009	Unknown		
GO:0033645	Unknown		3470597
GO:0000722	cellular organisms	131567.0	root | cellular organisms
GO:0043970	Unknown		
GO:0097191	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0006168	root	1.0	root
GO:0030212	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:1901537	Unknown		
GO:0035071	Unknown		
GO:0004376	cellular organisms	131567.0	root | cellular organisms
GO:0004103	cellular organisms	131567.0	root | cellular organisms
GO:0005085	root	1.0	root
GO:0004848	cellular organisms	131567.0	root | cellular organisms
GO:1904963	Pentapetalae	1437201.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae
GO:0046403	root	1.0	root
GO:0035864	cellular organisms	131567.0	root | cellular organisms
GO:0044164	root	1.0	root
GO:0033574	Euteleostomi	117571.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi
GO:0043065	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0008900	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0015662	cellular organisms	131567.0	root | cellular organisms
GO:0097264	root	1.0	root
GO:0010037	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0031466	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0071385	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0006428	cellular organisms	131567.0	root | cellular organisms
GO:0000111	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0015827	cellular organisms	131567.0	root | cellular organisms
GO:0005540	root	1.0	root
GO:0043974	Unknown		
GO:0010196	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:1903568	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0030889	root	1.0	root
GO:0004445	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0043627	Euteleostomi	117571.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi
GO:0070816	Unknown		
GO:0032147	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0045947	cellular organisms	131567.0	root | cellular organisms
GO:0004784	root	1.0	root
GO:0004668	root	1.0	root
GO:0110067	malvids	91836.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids
GO:0045184	cellular organisms	131567.0	root | cellular organisms
GO:0035222	Pterygota	7496.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Mandibulata | Pancrustacea | Altocrustacea | Allotriocarida | Hexapoda | Insecta | Dicondylia | Pterygota
GO:0060612	Euteleostomi	117571.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi
GO:0005223	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0035674	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0009594	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0044178	Unknown		3470597
GO:0006825	cellular organisms	131567.0	root | cellular organisms
GO:0045959	cellular organisms	131567.0	root | cellular organisms
GO:0007340	Eumetazoa	6072.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa
GO:0030643	cellular organisms	131567.0	root | cellular organisms
GO:0005345	cellular organisms	131567.0	root | cellular organisms
GO:0070542	cellular organisms	131567.0	root | cellular organisms
GO:0009267	root	1.0	root
GO:0102956	Unknown		
GO:0050255	cellular organisms	131567.0	root | cellular organisms
GO:0070419	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0019458	Unknown		
GO:1901183	Mesangiospermae	1437183.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae
GO:0030731	cellular organisms	131567.0	root | cellular organisms
GO:0009142	cellular organisms	131567.0	root | cellular organisms
GO:0061665	root	1.0	root
GO:0042765	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0000909	Dikarya	451864.0	root | cellular organisms | Eukaryota | Opisthokonta | Fungi | Dikarya
GO:1903791	cellular organisms	131567.0	root | cellular organisms
GO:0071709	cellular organisms	131567.0	root | cellular organisms
GO:0071383	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0015444	cellular organisms	131567.0	root | cellular organisms
